id,language,sentence,tokenized_sentence,expression,category,indices
6303,tr,Spor aktivitelerine meyil vermek sağlıklı bir yaşam için gereklidir.,"['Spor', 'aktivitelerine', 'meyil', 'vermek', 'sağlıklı', 'bir', 'yaşam', 'için', 'gereklidir', '.']",meyil vermek,idiomatic,"[2, 3]"
6304,tr,"Sanatın inceliklerine meyil vermek, ruhun en derin köşelerini besler.","['Sanatın', 'inceliklerine', 'meyil', 'vermek', ',', 'ruhun', 'en', 'derin', 'köşelerini', 'besler', '.']",meyil vermek,idiomatic,"[2, 3]"
6305,tr,"Bilgiye meyil vermek, her zaman kişisel gelişimin kapılarını açar.","['Bilgiye', 'meyil', 'vermek', ',', 'her', 'zaman', 'kişisel', 'gelişimin', 'kapılarını', 'açar', '.']",meyil vermek,idiomatic,"[1, 2]"
6306,tr,Birçok kişi doğaya meyil vermekle huzuru yakalar.,"['Birçok', 'kişi', 'doğaya', 'meyil', 'vermekle', 'huzuru', 'yakarlar', '.']",meyil vermek,idiomatic,"[3, 4]"
6307,tr,"Spor aktivitelerine meyil vermek, sağlıklı yaşamın anahtarıdır.","['Spor', 'aktivitelerine', 'meyil', 'vermek', ',', 'sağlıklı', 'yaşamın', 'anahtarıdır', '.']",meyil vermek,idiomatic,"[2, 3]"
6308,tr,"Kitaplara meyil vermek, bilginin sonsuz denizinde yol almaktır.","['Kitaplara', 'meyil', 'vermek', ',', 'bilginin', 'sonsuz', 'denizinde', 'yol', 'almaktır', '.']",meyil vermek,idiomatic,"[1, 2]"
6309,tr,Kimse sanata meyil vermekten kaçmamalı.,"['Kimse', 'sanata', 'meyil', 'vermektan', 'kaçmamalı', '.']",meyil vermek,idiomatic,"[2, 3]"
6310,tr,Çocuklar doğaya meyil vererek büyürler.,"['Çocuklar', 'doğaya', 'meyil', 'vererek', 'büyürler', '.']",meyil vermek,idiomatic,"[2, 3]"
6311,tr,"Hayat felsefesine meyil vermek, insanı derin düşüncelere sürükler.","['Hayat', 'felsefesine', 'meyil', 'vermek', ',', 'insanı', 'derin', 'düşüncelere', 'sürükler', '.']",meyil vermek,idiomatic,"[2, 3]"
6312,tr,"O, yeni fikirlere meyil vermekten hiç çekinmez.","['O', ',', 'yeni', 'fikirlere', 'meyil', 'vermektan', 'hiç', 'çekinmez', '.']",meyil vermek,idiomatic,"[4, 5]"
6313,tr,"Kültürel etkinliklere meyil vermek, toplumla bağ kurmanın yollarındandır.","['Kültürel', 'etkinliklere', 'meyil', 'vermek', ',', 'toplumla', 'bağ', 'kurmanın', 'yollarındandır', '.']",meyil vermek,idiomatic,"[2, 3]"
6314,tr,"Yeni teknolojilere meyil vermek, çağın gerekliliğidir.","['Yeni', 'teknolojilere', 'meyil', 'vermek', ',', 'çağın', 'gerekliliğidir', '.']",meyil vermek,idiomatic,"[2, 3]"
6315,tr,Öğrencilerin bilimsel çalışmalara meyil vermesi beklenir.,"['Öğrencilerin', 'bilimsel', 'çalışmalara', 'meyil', 'vermesi', 'beklenir', '.']",meyil vermek,idiomatic,"[3, 4]"
6316,tr,Kariyer planlarında yeni alanlara meyil vermek mantıklıdır.,"['Kariyer', 'planlarında', 'yeni', 'alanlara', 'meyil', 'vermek', 'mantıklıdır', '.']",meyil vermek,idiomatic,"[4, 5]"
6317,tr,"Sanata meyil vermek, ruhun gıdasıdır desek abartmış olmayız.","['Sanata', 'meyil', 'vermek', ',', 'ruhun', 'gıdasıdır', 'desek', 'abartmış', 'olmayız', '.']",meyil vermek,idiomatic,"[1, 2]"
6318,tr,"Gönüllüler, sosyal projelere meyil vermekte oldukça istekliydi.","['Gönüllüler', ',', 'sosyal', 'projelere', 'meyil', 'vermekte', 'oldukça', 'istekliydi', '.']",meyil vermek,idiomatic,"[4, 5]"
6319,tr,"Edebiyata meyil vermek, hayal gücünü genişletir.","['Edebiyata', 'meyil', 'vermek', ',', 'hayal', 'gücünü', 'genişletir', '.']",meyil vermek,idiomatic,"[1, 2]"
6320,tr,"Müzik çalışmalarına meyil vermek, günlük stresle başa çıkmayı sağlar.","['Müzik', 'çalışmalarına', 'meyil', 'vermek', ',', 'günlük', 'stresle', 'başa', 'çıkmayı', 'sağlar', '.']",meyil vermek,idiomatic,"[2, 3]"
6321,tr,"Yeniliklere meyil vermek, ilerlemenin ön koşullarındandır.","['Yeniliklere', 'meyil', 'vermek', ',', 'ilerlemenin', 'ön', 'koşullarındandır', '.']",meyil vermek,idiomatic,"[1, 2]"
6322,tr,"Toplumsal sorunlara meyil vermek, duyarlı birey olmanın göstergesidir.","['Toplumsal', 'sorunlara', 'meyil', 'vermek', ',', 'duyarlı', 'birey', 'olmanın', 'göstergesidir', '.']",meyil vermek,idiomatic,"[2, 3]"
6323,tr,"Doğa sporlarına meyil vermek, sağlıklı yaşamı destekler.","['Doğa', 'sporlarına', 'meyil', 'vermek', ',', 'sağlıklı', 'yaşamı', 'destekler', '.']",meyil vermek,idiomatic,"[2, 3]"
6324,tr,Küçük yaşlardan itibaren bilim dünyasına meyil vermek önemlidir.,"['Küçük', 'yaşlardan', 'itibaren', 'bilim', 'dünyasına', 'meyil', 'vermek', 'önemlidir', '.']",meyil vermek,idiomatic,"[5, 6]"
6325,tr,"Yaratıcılığa meyil vermek, sıradanlıktan kurtulmanın yollarından biridir.","['Yaratıcılığa', 'meyil', 'vermek', ',', 'sıradanlıktan', 'kurtulmanın', 'yollarından', 'biridir', '.']",meyil vermek,idiomatic,"[1, 2]"
6326,tr,"Kişisel gelişime meyil vermek, hayat kalitesini artırır.","['Kişisel', 'gelişime', 'meyil', 'vermek', ',', 'hayat', 'kalitesini', 'artırır', '.']",meyil vermek,idiomatic,"[2, 3]"
6327,tr,"Tarih araştırmalarına meyil vermek, geçmişi anlamanın anahtarıdır.","['Tarih', 'araştırmalarına', 'meyil', 'vermek', ',', 'geçmişi', 'anlamanın', 'anahtarıdır', '.']",meyil vermek,idiomatic,"[2, 3]"
6328,tr,"Medeniyetlere meyil vermek, kültürel zenginliği artırır.","['Medeniyetlere', 'meyil', 'vermek', ',', 'kültürel', 'zenginliği', 'artırır', '.']",meyil vermek,idiomatic,"[1, 2]"
6329,tr,İnsanlar sanatın farklı dallarına meyil vermeye başladı.,"['İnsanlar', 'sanatın', 'farklı', 'dallarına', 'meyil', 'vermeye', 'başladı', '.']",meyil vermek,idiomatic,"[4, 5]"
6330,tr,Bazıları doğa yürüyüşlerine meyil vermekten vazgeçmiyor.,"['Bazıları', 'doğa', 'yürüyüşlerine', 'meyil', 'vermektan', 'vazgeçmiyor', '.']",meyil vermek,idiomatic,"[3, 4]"
6331,tr,"Kültür sanat etkinliklerine meyil vermek, sosyal bağları güçlendirir.","['Kültür', 'sanat', 'etkinliklerine', 'meyil', 'vermek', ',', 'sosyal', 'bağları', 'güçlendirir', '.']",meyil vermek,idiomatic,"[3, 4]"
6332,tr,"Teknolojiye meyil vermek, çağdaş dünyanın gerekliliğidir.","['Teknolojiye', 'meyil', 'vermek', ',', 'çağdaş', 'dünyanın', 'gerekliliğidir', '.']",meyil vermek,idiomatic,"[1, 2]"
6333,tr,Bazı öğrenciler sosyal sorumluluk projelerine meyil vermekte zorlanıyor.,"['Bazı', 'öğrenciler', 'sosyal', 'sorumluluk', 'projelerine', 'meyil', 'vermekte', 'zorlanıyor', '.']",meyil vermek,idiomatic,"[5, 6]"
6334,tr,"Yeni fikirlere meyil vermek, yenilikçi düşüncenin temelidir.","['Yeni', 'fikirlere', 'meyil', 'vermek', ',', 'yenilikçi', 'düşüncenin', 'temelidir', '.']",meyil vermek,idiomatic,"[2, 3]"
6335,tr,"Çalışanların üretkenliğe meyil vermesi, şirketin başarısını artırır.","['Çalışanların', 'üretkenliğe', 'meyil', 'vermesi', ',', 'şirketin', 'başarısını', 'artırır', '.']",meyil vermek,idiomatic,"[2, 3]"
6336,tr,"Sanata meyil vermek, ruhun derinliklerine dokunmanın ilk adımıdır.","['Sanata', 'meyil', 'vermek', ',', 'ruhun', 'derinliklerine', 'dokunmanın', 'ilk', 'adımıdır', '.']",meyil vermek,idiomatic,"[1, 2]"
6337,tr,Çocuklar doğaya meyil verdikçe daha huzurlu büyürler.,"['Çocuklar', 'doğaya', 'meyil', 'verdikçe', 'daha', 'huzurlu', 'büyürler', '.']",meyil vermek,idiomatic,"[2, 3]"
6338,tr,"Bilime meyil vermek, bilgi çağında ilerlemenin anahtarıdır.","['Bilime', 'meyil', 'vermek', ',', 'bilgi', 'çağında', 'ilerlemenin', 'anahtarıdır', '.']",meyil vermek,idiomatic,"[1, 2]"
6339,tr,İnsanın kalbine meyil vermek bazen sözlerden daha güçlüdür.,"['İnsanın', 'kalbine', 'meyil', 'vermek', 'bazen', 'sözlerden', 'daha', 'güçlüdür', '.']",meyil vermek,idiomatic,"[2, 3]"
6340,tr,Yeni fikirlere meyil vermekten çekinmemeliyiz.,"['Yeni', 'fikirlere', 'meyil', 'vermektan', 'çekinmemeliyiz', '.']",meyil vermek,idiomatic,"[2, 3]"
6341,tr,Sanatçılar genellikle duygulara meyil verirler.,"['Sanatçılar', 'genellikle', 'duygulara', 'meyil', 'verirler', '.']",meyil vermek,idiomatic,"[3, 4]"
6342,tr,"Kitaplara meyil verenler, hayal dünyasında yolculuk yapar.","['Kitaplara', 'meyil', 'verenler', ',', 'hayal', 'dünyasında', 'yolculuk', 'yapar', '.']",meyil vermek,idiomatic,"[1, 2]"
6343,tr,Çalışanlar başarıya meyil verdiklerinde motivasyon artar.,"['Çalışanlar', 'başarıya', 'meyil', 'verdiklerinde', 'motivasyon', 'artar', '.']",meyil vermek,idiomatic,"[2, 3]"
6344,tr,"Yeniliklere meyil vermek, gelişimin olmazsa olmazıdır.","['Yeniliklere', 'meyil', 'vermek', ',', 'gelişimin', 'olmazsa', 'olmazıdır', '.']",meyil vermek,idiomatic,"[1, 2]"
6345,tr,"İnsanlar bazen bilinmeyene meyil verirler, bu doğaldır.","['İnsanlar', 'bazen', 'bilinmeyene', 'meyil', 'verirler', ',', 'bu', 'doğaldır', '.']",meyil vermek,idiomatic,"[3, 4]"
6346,tr,"Teknolojiye meyil vermek, çağın gereksinimlerinden biridir.","['Teknolojiye', 'meyil', 'vermek', ',', 'çağın', 'gereksinimlerinden', 'biridir', '.']",meyil vermek,idiomatic,"[1, 2]"
6347,tr,"Sana meyil vermek, kalbimin sessiz fısıltısıdır.","['Sana', 'meyil', 'vermek', ',', 'kalbimin', 'sessiz', 'fısıltısıdır', '.']",meyil vermek,idiomatic,"[1, 2]"
6348,tr,"Doğaya meyil vermeyen insan, yaşamdan kopar.","['Doğaya', 'meyil', 'vermeyen', 'insan', ',', 'yaşamdan', 'kopar', '.']",meyil vermek,idiomatic,"[1, 2]"
6349,tr,Spor yapmaya meyil vermek sağlıklı bir yaşamın kapısını açar.,"['Spor', 'yapmaya', 'meyil', 'vermek', 'sağlıklı', 'bir', 'yaşamın', 'kapısını', 'açar', '.']",meyil vermek,idiomatic,"[2, 3]"
6350,tr,Kültüre meyil vermeden toplumsal bağlar güçlenemez.,"['Kültüre', 'meyil', 'vermeden', 'toplumsal', 'bağlar', 'güçlenemez', '.']",meyil vermek,idiomatic,"[1, 2]"
6351,tr,Sana meyil vermekten kaçınmam artık.,"['Sana', 'meyil', 'vermekten', 'kaçınmam', 'artık', '.']",meyil vermek,idiomatic,"[1, 2]"
6352,tr,"Öğrenmeye meyil vermek, insanın kendini aşmasının yoludur.","['Öğrenmeye', 'meyil', 'vermek', ',', 'insanın', 'kendini', 'aşmasının', 'yoludur', '.']",meyil vermek,idiomatic,"[1, 2]"
6353,tr,"Sanata meyil vermeyen kalpler, renklerden yoksundur.","['Sanata', 'meyil', 'vermeyen', 'kalpler', ',', 'renklerden', 'yoksundur', '.']",meyil vermek,idiomatic,"[1, 2]"
6354,tr,Gönül meyil vermeden sevgi oluşmaz.,"['Gönül', 'meyil', 'vermeden', 'sevgi', 'oluşmaz', '.']",meyil vermek,idiomatic,"[1, 2]"
6355,tr,İnsanın sanata meyil vermesi ruhunu besler.,"['İnsanın', 'sanata', 'meyil', 'vermesi', 'ruhunu', 'besler', '.']",meyil vermek,idiomatic,"[2, 3]"
6356,tr,Yeni deneyimlere meyil vermek hayatı zenginleştirir.,"['Yeni', 'deneyimlere', 'meyil', 'vermek', 'hayatı', 'zenginleştirir', '.']",meyil vermek,idiomatic,"[2, 3]"
6357,tr,İnsanların hayallere meyil vermesi umut demektir.,"['İnsanların', 'hayallere', 'meyil', 'vermesi', 'umut', 'demektir', '.']",meyil vermek,idiomatic,"[2, 3]"
6358,tr,"Kültürel değerlere meyil vermek, aidiyetin temelidir.","['Kültürel', 'değerlere', 'meyil', 'vermek', ',', 'aidiyetin', 'temelidir', '.']",meyil vermek,idiomatic,"[2, 3]"
6359,tr,"Müziğe meyil vermek, ruhun melodisini keşfetmektir.","['Müziğe', 'meyil', 'vermek', ',', 'ruhun', 'melodisini', 'keşfetmektir', '.']",meyil vermek,idiomatic,"[1, 2]"
6360,tr,"Düşüncelere meyil vermek, zihnin özgürleşmesidir.","['Düşüncelere', 'meyil', 'vermek', ',', 'zihnin', 'özgürleşmesidir', '.']",meyil vermek,idiomatic,"[1, 2]"
6361,tr,"Çatıya meyil vermek, yağmur suyunun kolayca akmasını sağlar.","['Çatıya', 'meyil', 'vermek', ',', 'yağmur', 'suyunun', 'kolayca', 'akmasını', 'sağlar', '.']",meyil vermek,literal,[-1]
6362,tr,Bu yolun kenarına biraz daha meyil vermek gerekiyor mu?,"['Bu', 'yolun', 'kenarına', 'biraz', 'daha', 'meyil', 'vermek', 'gerekiyor', 'mu', '?']",meyil vermek,literal,[-1]
6363,tr,Meyil vermek işlemi sırasında dikkatli olmak gerekir.,"['Meyil', 'vermek', 'işlemi', 'sırasında', 'dikkatli', 'olmak', 'gerekir', '.']",meyil vermek,literal,[-1]
6364,tr,"Toprağa meyil vermek, suyun birikmesini önler.","['Toprağa', 'meyil', 'vermek', ',', 'suyun', 'birikmesini', 'önler', '.']",meyil vermek,literal,[-1]
6365,tr,Düz zemine meyil vermek için özel ekipman kullanıldı.,"['Düz', 'zemine', 'meyil', 'vermek', 'için', 'özel', 'ekipman', 'kullanıldı', '.']",meyil vermek,literal,[-1]
6366,tr,Meyil vermek zorunlu olduğu için inşaat ekibi çalışmalara başladı.,"['Meyil', 'vermek', 'zorunlu', 'olduğu', 'için', 'inşaat', 'ekibi', 'çalışmalara', 'başladı', '.']",meyil vermek,literal,[-1]
6367,tr,Bahçeye meyil vermek suretiyle suyun düzgün akışı sağlandı.,"['Bahçeye', 'meyil', 'vermek', 'suretiyle', 'suyun', 'düzgün', 'akışı', 'sağlandı', '.']",meyil vermek,literal,[-1]
6368,tr,Meyil vermek işlemi tamamlandıktan sonra zemin tamamen eğimli oldu.,"['Meyil', 'vermek', 'işlemi', 'tamamlandıktan', 'sonra', 'zemin', 'tamamen', 'eğimli', 'oldu', '.']",meyil vermek,literal,[-1]
6369,tr,Lütfen bu yüzeye biraz daha meyil vermek için ekipmanı ayarla.,"['Lütfen', 'bu', 'yüzeye', 'biraz', 'daha', 'meyil', 'vermek', 'için', 'ekipmanı', 'ayarla', '.']",meyil vermek,literal,[-1]
6370,tr,Meyil vermek amacıyla zemin hafifçe eğildi.,"['Meyil', 'vermek', 'amacıyla', 'zemin', 'hafifçe', 'eğildi', '.']",meyil vermek,literal,[-1]
6371,tr,Bu taşı meyil vermek için özel bir açıya yerleştirdiler.,"['Bu', 'taşı', 'meyil', 'vermek', 'için', 'özel', 'bir', 'açıya', 'yerleştirdiler', '.']",meyil vermek,literal,[-1]
6372,tr,Meyil vermek işlemi yüzeyin akışkanlık özelliğini artırdı.,"['Meyil', 'vermek', 'işlemi', 'yüzeyin', 'akışkanlık', 'özelliğini', 'artırdı', '.']",meyil vermek,literal,[-1]
6373,tr,Beton zemin üzerine meyil vermek için özel kalıplar kullanıldı.,"['Beton', 'zemin', 'üzerine', 'meyil', 'vermek', 'için', 'özel', 'kalıplar', 'kullanıldı', '.']",meyil vermek,literal,[-1]
6374,tr,Bahçe düzenlemesi sırasında toprağa meyil vermek ihmal edilmemeli.,"['Bahçe', 'düzenlemesi', 'sırasında', 'toprağa', 'meyil', 'vermek', 'ihmal', 'edilmemeli', '.']",meyil vermek,literal,[-1]
6375,tr,Yolun güvenliği için meyil vermek şarttır.,"['Yolun', 'güvenliği', 'için', 'meyil', 'vermek', 'şarttır', '.']",meyil vermek,literal,[-1]
6376,tr,Meyil vermek işlemini tamamlamadan önce ölçüm yapılmalıdır.,"['Meyil', 'vermek', 'işlemini', 'tamamlamadan', 'önce', 'ölçüm', 'yapılmalıdır', '.']",meyil vermek,literal,[-1]
6377,tr,"Uzmanlar, bu alana meyil vermek için öneriler sundu.","['Uzmanlar', ',', 'bu', 'alana', 'meyil', 'vermek', 'için', 'öneriler', 'sundu', '.']",meyil vermek,literal,[-1]
6378,tr,"Meyil vermek, zemin düzenlemesinde önemli bir adımdır.","['Meyil', 'vermek', ',', 'zemin', 'düzenlemesinde', 'önemli', 'bir', 'adımdır', '.']",meyil vermek,literal,[-1]
6379,tr,"Bu kütleye meyil vermek mümkün mü, sizce?","['Bu', 'kütleye', 'meyil', 'vermek', 'mümkün', 'mü', ',', 'sizce', '?']",meyil vermek,literal,[-1]
6380,tr,Meyil vermek zorunlu olduğu için planlar yeniden düzenlendi.,"['Meyil', 'vermek', 'zorunlu', 'olduğu', 'için', 'planlar', 'yeniden', 'düzenlendi', '.']",meyil vermek,literal,[-1]
6381,tr,"Yüzeye doğru meyil vermek, suyun akışını hızlandırır.","['Yüzeye', 'doğru', 'meyil', 'vermek', ',', 'suyun', 'akışını', 'hızlandırır', '.']",meyil vermek,literal,[-1]
6382,tr,Meyil vermek işlemiyle zemin eğimi ayarlandı.,"['Meyil', 'vermek', 'işlemiyle', 'zemin', 'eğimi', 'ayarlandı', '.']",meyil vermek,literal,[-1]
6383,tr,Meyil vermek için uygun aletler temin edilmelidir.,"['Meyil', 'vermek', 'için', 'uygun', 'aletler', 'temin', 'edilmelidir', '.']",meyil vermek,literal,[-1]
6384,tr,"Meyil vermek işlemi, zeminin eğim kazanmasını sağlar.","['Meyil', 'vermek', 'işlemi', ',', 'zeminin', 'eğim', 'kazanmasını', 'sağlar', '.']",meyil vermek,literal,[-1]
6385,tr,Suyu yönlendirmek için bu bölgeye meyil vermek şarttır.,"['Suyu', 'yönlendirmek', 'için', 'bu', 'bölgeye', 'meyil', 'vermek', 'şarttır', '.']",meyil vermek,literal,[-1]
6386,tr,"Meyil vermek, drenaj sistemlerinin doğru çalışması için gereklidir.","['Meyil', 'vermek', ',', 'drenaj', 'sistemlerinin', 'doğru', 'çalışması', 'için', 'gereklidir', '.']",meyil vermek,literal,[-1]
6387,tr,Yolda meyil vermek işlemi tamamlandı ve test edildi.,"['Yolda', 'meyil', 'vermek', 'işlemi', 'tamamlandı', 've', 'test', 'edildi', '.']",meyil vermek,literal,[-1]
6388,tr,Meyil vermek konusunda uzman bir ekibe ihtiyaç var.,"['Meyil', 'vermek', 'konusunda', 'uzman', 'bir', 'ekibe', 'ihtiyaç', 'var', '.']",meyil vermek,literal,[-1]
6389,tr,Meyil vermek için gerekli hesaplamalar dikkatlice yapıldı.,"['Meyil', 'vermek', 'için', 'gerekli', 'hesaplamalar', 'dikkatlice', 'yapıldı', '.']",meyil vermek,literal,[-1]
6390,tr,Bu projede meyil vermek işlemi öncelikli olarak ele alındı.,"['Bu', 'projede', 'meyil', 'vermek', 'işlemi', 'öncelikli', 'olarak', 'ele', 'alındı', '.']",meyil vermek,literal,[-1]
6391,tr,Meyil vermek uygulaması sayesinde su birikintileri ortadan kalktı.,"['Meyil', 'vermek', 'uygulaması', 'sayesinde', 'su', 'birikintileri', 'ortadan', 'kalktı', '.']",meyil vermek,literal,[-1]
6392,tr,Yolun kenarındaki bankete meyil vermek için iş makineleri kullanıldı.,"['Yolun', 'kenarındaki', 'bankete', 'meyil', 'vermek', 'için', 'iş', 'makineleri', 'kullanıldı', '.']",meyil vermek,literal,[-1]
6393,tr,Toprağa meyil vermek suretiyle suyun akışı kolaylaştırıldı.,"['Toprağa', 'meyil', 'vermek', 'suretiyle', 'suyun', 'akışı', 'kolaylaştırıldı', '.']",meyil vermek,literal,[-1]
6394,tr,Çatıya daha iyi su akışı için meyil vermek gerekiyor.,"['Çatıya', 'daha', 'iyi', 'su', 'akışı', 'için', 'meyil', 'vermek', 'gerekiyor', '.']",meyil vermek,literal,[-1]
6395,tr,Drenaj sistemini düzgün çalıştırmak amacıyla araziye meyil vermek şart.,"['Drenaj', 'sistemini', 'düzgün', 'çalıştırmak', 'amacıyla', 'araziye', 'meyil', 'vermek', 'şart', '.']",meyil vermek,literal,[-1]
6396,tr,Bina temelinde meyil vermek işleri henüz tamamlanmadı mı?,"['Bina', 'temelinde', 'meyil', 'vermek', 'işleri', 'henüz', 'tamamlanmadı', 'mı', '?']",meyil vermek,literal,[-1]
6397,tr,Bahçe düzenlemesinde toprağa meyil vermek suyun birikmesini önler.,"['Bahçe', 'düzenlemesinde', 'toprağa', 'meyil', 'vermek', 'suyun', 'birikmesini', 'önler', '.']",meyil vermek,literal,[-1]
6398,tr,Sahanın eğimini değiştirmek için meyil vermek zorundayız.,"['Sahanın', 'eğimini', 'değiştirmek', 'için', 'meyil', 'vermek', 'zorundayız', '.']",meyil vermek,literal,[-1]
6399,tr,"Yol yüzeyine meyil vermek, yağmur suyunun tahliyesini sağlar.","['Yol', 'yüzeyine', 'meyil', 'vermek', ',', 'yağmur', 'suyunun', 'tahliyesini', 'sağlar', '.']",meyil vermek,literal,[-1]
6400,tr,Meyil vermek işlemini bitirmeden önce kontrol edilmelidir.,"['Meyil', 'vermek', 'işlemini', 'bitirmeden', 'önce', 'kontrol', 'edilmelidir', '.']",meyil vermek,literal,[-1]
6401,tr,Eğitim alanının zemini su birikmesini önlemek için meyil verildi.,"['Eğitim', 'alanının', 'zemini', 'su', 'birikmesini', 'önlemek', 'için', 'meyil', 'verildi', '.']",meyil vermek,literal,[-1]
6402,tr,"Meyil vermek, peyzaj mimarisinde dikkat edilmesi gereken önemli bir unsurdur.","['Meyil', 'vermek', ',', 'peyzaj', 'mimarisinde', 'dikkat', 'edilmesi', 'gereken', 'önemli', 'bir', 'unsurdur', '.']",meyil vermek,literal,[-1]
6403,tr,"Duvarların alt kısmına meyil vermek, nem sorununu azaltır mı?","['Duvarların', 'alt', 'kısmına', 'meyil', 'vermek', ',', 'nem', 'sorununu', 'azaltır', 'mı', '?']",meyil vermek,literal,[-1]
6404,tr,Meyil vermek için kullanılan araçların bakımı ihmal edilmemeli.,"['Meyil', 'vermek', 'için', 'kullanılan', 'araçların', 'bakımı', 'ihmal', 'edilmemeli', '.']",meyil vermek,literal,[-1]
6405,tr,Arsanın eğimini değiştirmek amacıyla meyil vermek çalışmaları başladı.,"['Arsanın', 'eğimini', 'değiştirmek', 'amacıyla', 'meyil', 'vermek', 'çalışmaları', 'başladı', '.']",meyil vermek,literal,[-1]
6406,tr,"Evin bahçesine meyil vermek, suyun doğal akışını sağlar.","['Evin', 'bahçesine', 'meyil', 'vermek', ',', 'suyun', 'doğal', 'akışını', 'sağlar', '.']",meyil vermek,literal,[-1]
6407,tr,"Tarlaya meyil vermek işlemi, mahsul verimini artırabilir.","['Tarlaya', 'meyil', 'vermek', 'işlemi', ',', 'mahsul', 'verimini', 'artırabilir', '.']",meyil vermek,literal,[-1]
6408,tr,"Kaldırım üzerine meyil vermek, suyun birikmesini engeller.","['Kaldırım', 'üzerine', 'meyil', 'vermek', ',', 'suyun', 'birikmesini', 'engeller', '.']",meyil vermek,literal,[-1]
6409,tr,"Meyil vermek zorunlu mu, yoksa doğal eğim yeterli mi?","['Meyil', 'vermek', 'zorunlu', 'mu', ',', 'yoksa', 'doğal', 'eğim', 'yeterli', 'mi', '?']",meyil vermek,literal,[-1]
